"금연구역명",금연구역범위상세,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
"(주)가천린포크전시판매장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 언양읍 반곡리 산 50-1 외 1필지,울산광역시 울주군보건소,35.598719,129.138641,2019-09-18
"켐코(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 온산읍 원산리 891-15,울산광역시 울주군보건소,35.418032,129.340935,2019-09-18
"(주)정운",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 80-62,,울산광역시 울주군보건소,35.561721,129.148949,2019-09-18
"파워열기기㈜-2",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 122,,울산광역시 울주군보건소,35.480798,129.332931,2019-09-18
"금호섬유공업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단2길 37-15,,울산광역시 울주군보건소,35.440771,129.170241,2019-09-18
"(주)에스아이씨(두서)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 전읍농공길 33,,울산광역시 울주군보건소,35.669374,129.170403,2019-09-18
"한국에이에스케이케미칼즈(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산3길 34-11,,울산광역시 울주군보건소,35.427755,129.336319,2019-09-18
"(주)한세",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 와지공단2길 44,,울산광역시 울주군보건소,35.439905,129.159351,2019-09-18
"(주)대협테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 장기터2길 88,,울산광역시 울주군보건소,35.438622,129.156882,2019-09-18
"주식회사 정산테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연로 152-18,,울산광역시 울주군보건소,35.439688,129.171167,2019-09-18
"(주)선진오토 울산공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 121-5,,울산광역시 울주군보건소,35.422132,129.327141,2019-09-18
"(주)덕원",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업로 129-55,,울산광역시 울주군보건소,35.467536,129.332459,2019-09-18
"(주)삼협",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 전읍농공길 7,,울산광역시 울주군보건소,35.667557,129.173488,2019-09-18
"(주)현대알비(청량)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 21,,울산광역시 울주군보건소,35.473011,129.333805,2019-09-18
"홍덕섬유(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 공암공단2길 56,,울산광역시 울주군보건소,35.528544,129.099641,2019-09-18
"(주)동광화학",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 산암로 53,,울산광역시 울주군보건소,35.440153,129.336611,2019-09-18
"(주)아이플랜트",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 156,,울산광역시 울주군보건소,35.480871,129.328051,2019-09-18
"(주)이레테크(웅촌)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 갓골길 18-2,,울산광역시 울주군보건소,35.443167,129.175097,2019-09-18
"명보기업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 111,,울산광역시 울주군보건소,35.585271,129.091049,2019-09-18
"(주)대창솔루션 제2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 삼동로 387-22,,울산광역시 울주군보건소,35.502831,129.125811,2019-09-18
"(주)보생산업",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단1길 15,,울산광역시 울주군보건소,35.442799,129.170462,2019-09-18
"(주)대한(온산)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업3길 30-27,,울산광역시 울주군보건소,35.470805,129.336754,2019-09-18
"(주)현대리바트",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업로 151,,울산광역시 울주군보건소,35.702863,129.188278,2019-09-18
"(주)삼성금속",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업1길 8,,울산광역시 울주군보건소,35.464061,129.338582,2019-09-18
"(주)삼정하이테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 121,울산광역시 울주군 상북면 길천리 1238-3,울산광역시 울주군보건소,35.585897,129.090528,2019-09-18
"현대산업기계(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 당월로 72-41,,울산광역시 울주군보건소,35.412947,129.355582,2019-09-18
"부영산업",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 389,,울산광역시 울주군보건소,35.596826,129.076153,2019-09-18
"유창하이테크(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 온산읍 화산리 749-15,울산광역시 울주군보건소,35.431389,129.334461,2019-09-18
"고려냉동(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 화창6길 10,,울산광역시 울주군보건소,35.490383,129.308734,2019-09-18
"(주)영광공작소",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 190,,울산광역시 울주군보건소,35.419652,129.340282,2019-09-18
"(주)디케이오스텍 고연공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단2길 12,,울산광역시 울주군보건소,35.442371,129.171101,2019-09-18
"에이치엘비(주) 복합소재사업본부-216",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 당월로 216-53,,울산광역시 울주군보건소,35.426672,129.352123,2019-09-18
"씨제이전기(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 운암길 58,,울산광역시 울주군보건소,35.472598,129.179063,2019-09-18
"(주)벡테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 온산읍 화산로 151, (주)벡테크",,울산광역시 울주군보건소,35.424132,129.327727,2019-09-18
"(주)에스제이신소재",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 92,,울산광역시 울주군보건소,35.562251,129.145394,2019-09-18
"현대제철㈜(원봉로)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 원봉로 41,,울산광역시 울주군보건소,35.418997,129.342878,2019-09-18
"(주)신라테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업1길 145-4,,울산광역시 울주군보건소,35.703334,129.192661,2019-09-18
"국성폴리텍(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온양읍 중광2길 38-15,,울산광역시 울주군보건소,35.442054,129.228598,2019-09-18
"(주)삼부ATC",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업3길 28-10,,울산광역시 울주군보건소,35.598524,129.076172,2019-09-18
"한주유로폼(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계산업로 9-16,,울산광역시 울주군보건소,35.711059,129.205175,2019-09-18
"(주)오토인더스트리(봉계46)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계산업로 46,,울산광역시 울주군보건소,35.709672,129.208724,2019-09-18
"효성금속주식회사",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 137-6,,울산광역시 울주군보건소,35.423515,129.3275998,2019-09-18
"삼영순화(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 대정로 129,,울산광역시 울주군보건소,35.423616,129.342763,2019-09-18
"(주)오토텍(반천-105)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 105,,울산광역시 울주군보건소,35.562287,129.142493,2019-09-18
"(주)선경화성(화산)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 18,,울산광역시 울주군보건소,35.423667,129.3301998,2019-09-18
"이영산업기계(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 당월로 128,,울산광역시 울주군보건소,35.415233,129.352023,2019-09-18
"(주)디알 액시온 온산공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 6,,울산광역시 울주군보건소,35.427821,129.328996,2019-09-18
"(주)동성C-TECH",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 당월로 128,,울산광역시 울주군보건소,35.415233,129.352023,2019-09-18
"진양프라스틱(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 삼동로 93-37,,울산광역시 울주군보건소,35.500977,129.100238,2019-09-18
"(주)엠오브이시스템",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 361,,울산광역시 울주군보건소,35.599211,129.074521,2019-09-18
"(주)티씨아이",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업3길 14-16,,울산광역시 울주군보건소,35.599934,129.077167,2019-09-18
"(주)진우폴리텍",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 소야정길 216-13,,울산광역시 울주군보건소,35.606071,129.070175,2019-09-18
"유신단열(주)제2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단3길 16,,울산광역시 울주군보건소,35.441847,129.174582,2019-09-18
"지엘건설(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 두동로 1203,,울산광역시 울주군보건소,35.662275,129.200173,2019-09-18
"효성전기(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 가천금사길 208-15,,울산광역시 울주군보건소,35.522238,129.081855,2019-09-18
"(주)유벡",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업로 243-46,,울산광역시 울주군보건소,35.482469,129.321168,2019-09-18
"(주)보다글라스",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업2길 40,,울산광역시 울주군보건소,35.595783,129.077305,2019-09-18
"(주)이경테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 32-47,,울산광역시 울주군보건소,35.562491,129.151453,2019-09-18
"(주)우신금속",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업2길 17,,울산광역시 울주군보건소,35.465521,129.341432,2019-09-18
"(주)티씨티",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 덕신로 491,,울산광역시 울주군보건소,35.440241,129.332258,2019-09-18
"(주)나재",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업5길 29,,울산광역시 울주군보건소,35.475421,129.331873,2019-09-18
"(주)세광정밀",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 가천금사길 69,,울산광역시 울주군보건소,35.514038,129.087107,2019-09-18
"(주)대원산기",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 192,,울산광역시 울주군보건소,35.420718,129.338881,2019-09-18
"우수정기(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업3길 14-23,,울산광역시 울주군보건소,35.599666,129.075916,2019-09-18
"(주)멜리오유니온랜드",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 은현공단4길 18,,울산광역시 울주군보건소,35.479108,129.181672,2019-09-18
"에이치엠(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 57,,울산광역시 울주군보건소,35.424447,129.334298,2019-09-18
"(주)한국몰드",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 144,,울산광역시 울주군보건소,35.481332,129.329458,2019-09-18
"조선선재온산㈜(화산-1)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산2길 34-13,,울산광역시 울주군보건소,35.427933,129.332968,2019-09-18
"(주)하나티피에스",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업1길 145,,울산광역시 울주군보건소,35.702142,129.191947,2019-09-18
"(주)건웅",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천반송산업로 137-26,,울산광역시 울주군보건소,35.559551,129.150954,2019-09-18
"케이에이치리텍(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연공단5길 40-19,,울산광역시 울주군보건소,35.439116,129.170144,2019-09-18
"현대계전산업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 삼동로 1352,,울산광역시 울주군보건소,35.508721,129.196193,2019-09-18
"(주)에이치이티",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업2길 35,,울산광역시 울주군보건소,35.594913,129.078214,2019-09-18
"(주)오토인더스트리",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계산업로 38-11,,울산광역시 울주군보건소,35.709046,129.209091,2019-09-18
"(주)DH케미칼",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 43,,울산광역시 울주군보건소,35.424486,129.333543,2019-09-18
"동남정밀(주) 본사공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 석당길 53,,울산광역시 울주군보건소,35.433933,129.334566,2019-09-18
"한미실업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 두서면 전읍농공길 40, 한미실업㈜",,울산광역시 울주군보건소,35.669384,129.171854,2019-09-18
"(주)유니웰",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 암리3길 26-8,,울산광역시 울주군보건소,35.505594,129.099173,2019-09-18
"(주)와이제이",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계농공길 41 (두동면),,울산광역시 울주군보건소,35.707648,129.205478,2019-09-18
"제이씨케미칼(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 70,,울산광역시 울주군보건소,35.423632,129.336412,2019-09-18
"(주)테라테크",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업로 104,,울산광역시 울주군보건소,35.469729,129.335492,2019-09-18
"(주)큐로(대정)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 대정로 52,,울산광역시 울주군보건소,35.422593,129.333966,2019-09-18
"(주)서진텍",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업1길 12,,울산광역시 울주군보건소,35.692427,129.189117,2019-09-18
"조선선재온산㈜(화산-2)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산2길 34-2,,울산광역시 울주군보건소,35.426842,129.332646,2019-09-18
"신일피엔에스(주) 제2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 고연로 84,울산광역시 울주군 웅촌면 고연리 505-3,울산광역시 울주군보건소,35.447273,129.171981,2019-09-18
"(주)무학 울산공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 반구대로 716,,울산광역시 울주군보건소,35.555912,129.121722,2019-09-18
"금강창호기공(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 13,,울산광역시 울주군보건소,35.556791,129.149982,2019-09-18
"태림포장공업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업1길 127,,울산광역시 울주군보건소,35.701479,129.192016,2019-09-18
"(주)탑아이엔디(반천)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 108-120,,울산광역시 울주군보건소,35.560171,129.152721,2019-09-18
"(주)티앤에이(청량)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 2층",,울산광역시 울주군보건소,35.479679,129.327381,2019-09-18
"진영산업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 17,,울산광역시 울주군보건소,35.424961,129.330434,2019-09-18
"(주)씨앤켐",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 232,,울산광역시 울주군보건소,35.423788,129.338773,2019-09-18
"(주)산양화학",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 가천지내길 21-3,,울산광역시 울주군보건소,35.517842,129.093455,2019-09-18
"(주)신성산업",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학1길 33,,울산광역시 울주군보건소,35.460663,129.330287,2019-09-18
"(주)태봉산업(길천리)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 145,,울산광역시 울주군보건소,35.587599,129.088325,2019-09-18
"현대위아 주식회사",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 27,,울산광역시 울주군보건소,35.602897,129.075552,2019-09-18
"(주)울프(3길)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업3길 12,,울산광역시 울주군보건소,35.471616,129.335159,2019-09-18
"(주)중산기업제2공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 암리3길 25,,울산광역시 울주군보건소,35.503439,129.099259,2019-09-18
"내셔날오일웰바르코코리아(유)(화산1)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 89,,울산광역시 울주군보건소,35.418121,129.330778,2019-09-18
"(주)성일아이엔티",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 옥동길 47,,울산광역시 울주군보건소,35.611493,129.140803,2019-09-18
"우수정기(주)울산지점",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 산전후리로 40-5,,울산광역시 울주군보건소,35.589772,129.083896,2019-09-18
"(주)코디마",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업3길 30-5,,울산광역시 울주군보건소,35.472721,129.336299,2019-09-18
"(주)동성엠텍",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산로 241,,울산광역시 울주군보건소,35.432511,129.327594,2019-09-18
HIC(주),시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 우봉길 35,,울산광역시 울주군보건소,35.404836,129.351439,2019-09-18
"파미셀(주) 케미컬사업부문",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 공단로 249,,울산광역시 울주군보건소,35.424901,129.337228,2019-09-18
"대송테크(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 연자로 17,,울산광역시 울주군보건소,35.417811,129.351854,2019-09-18
"(주)세원산업",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학1길 17,,울산광역시 울주군보건소,35.460877,129.332101,2019-09-18
"(주)세진중공업",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 회학1길 17,,울산광역시 울주군보건소,35.460877,129.332101,2019-09-18
"제이엠모터스(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 사촌신복로 111,,울산광역시 울주군보건소,35.520272,129.142946,2019-09-18
"고려제강(주)언양공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 53,,울산광역시 울주군보건소,35.604884,129.074281,2019-09-18
"자일대우상용차㈜(상북)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 길천산업로 67 (상북면),,울산광역시 울주군보건소,35.582567,129.094665,2019-09-18
"헥시온코리아(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 19,,울산광역시 울주군보건소,35.430811,129.329278,2019-09-18
"(주)현대프로스",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업1길 61,,울산광역시 울주군보건소,35.466027,129.334461,2019-09-18
"(주)지에스엔텍(화산리)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 13-28,,울산광역시 울주군보건소,35.426747,129.330797,2019-09-18
"에이치비스틸(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 화산1길 71,,울산광역시 울주군보건소,35.424459,129.3355996,2019-09-18
"신한중공업(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 우봉길 35,,울산광역시 울주군보건소,35.404836,129.351439,2019-09-18
"태양정공(주) 온양공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 온양읍 삼광리 718-2,울산광역시 울주군보건소,35.441204,129.228515,2019-09-18
"신일피엔에스(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 웅촌면 밭마당길 20,,울산광역시 울주군보건소,35.446399,129.171985,2019-09-18
"(주)한화",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,,울산광역시 울주군 온산읍 원산리 753-16,울산광역시 울주군보건소,35.413675,129.340401,2019-09-18
"(주)서연이화 두서공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두서면 활천산업로 118,,울산광역시 울주군보건소,35.699885,129.190477,2019-09-18
"(주)아이제이피에스",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 처용산업3길 31,,울산광역시 울주군보건소,35.473804,129.334567,2019-09-18
"(주)LG생활건강",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 19,,울산광역시 울주군보건소,35.430811,129.329278,2019-09-18
"(주)티씨티 5공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 이진로 67-20,,울산광역시 울주군보건소,35.431793,129.335354,2019-09-18
"(주)금경이노텍",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업로 51-22,,울산광역시 울주군보건소,35.465107,129.335272,2019-09-18
"(주)니프코코리아 언양공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 상북면 양등농공길 37,,울산광역시 울주군보건소,35.603618,129.074807,2019-09-18
"(주)티씨티3공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 산남길 64,,울산광역시 울주군보건소,35.411683,129.342223,2019-09-18
"(주)명신비료",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼동면 은현작동로 335-6,,울산광역시 울주군보건소,35.481327,129.176815,2019-09-18
"엔에이치케미칼(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 청량읍 상개로 63-75,,울산광역시 울주군보건소,35.488482,129.315271,2019-09-18
"세일정기주식회사",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 원봉로 33,,울산광역시 울주군보건소,35.418242,129.341463,2019-09-18
"(주)우보테크(반천)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반천산업로 108-67,,울산광역시 울주군보건소,35.565404,129.150259,2019-09-18
"(주)한국오엠티 언양공장",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 언양읍 반구대로 1329-7,,울산광역시 울주군보건소,35.607403,129.141908,2019-09-18
"대명씨엔에스(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 두동면 봉계산업로 38-47,,울산광역시 울주군보건소,35.709629,129.211176,2019-09-18
"유니램(주)",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 삼남면 삼동로 23,,울산광역시 울주군보건소,35.498414,129.094003,2019-09-18
"(주)세원에스엔피",시설전체,울산광역시,울주군,공장,국민건강증진법,,100000,502-204-2731,울산광역시 울주군 온산읍 처용산업2길 47,,울산광역시 울주군보건소,35.466494,129.340789,2019-09-18
